City,Date,PM2.5,PM10,NO2,CO,SO2,O3,AQI,AQI_Bucket
Bangalore,29-11-2016,344.3,342.7,10.5,8.68,84.1,125.8,460.6,Good
Bangalore,30-11-2016,487.8,407.2,38.4,5.41,9.2,126.5,429.3,Poor
Bangalore,01-12-2016,13.2,465.8,130.4,7.18,61.2,46.7,286,Moderate
Bangalore,02-12-2016,467.8,160.6,121.6,7.71,71.9,142.6,174.3,Severe
Bangalore,03-12-2016,475,418.1,23.3,4.12,62,55,314,Good
Bangalore,04-12-2016,243.5,483.6,49.6,2.56,54.5,23.1,81.5,Good
Bangalore,05-12-2016,252.6,498,50.3,2.82,56.6,64.8,467.8,Satisfactory
Bangalore,06-12-2016,61.6,324.2,8.1,2.41,48.5,25.2,102.9,Poor
Bangalore,07-12-2016,187,11.6,140.8,6.1,40,81.5,401.6,Very Poor
Bangalore,08-12-2016,127.7,423,64.7,5.81,39.5,6.8,230.2,Moderate
Bangalore,09-12-2016,83.2,308,91.7,0.17,98.5,43,286.5,Good
Bangalore,10-12-2016,66.3,324,114.4,7.21,15.5,142,298.4,Very Poor
Bangalore,11-12-2016,188.8,228.7,84.2,6.58,7.2,147.2,457.9,Good
Bangalore,12-12-2016,159.1,474.1,51.2,5.85,16.5,113.7,258.2,Poor
Bangalore,13-12-2016,414.2,398.7,26.6,6.8,86,175.5,382.4,Very Poor
Bangalore,14-12-2016,462.2,82.1,123.1,9.06,25.6,145.2,316.6,Poor
Bangalore,15-12-2016,258,103.2,2.3,2.23,53.1,79.9,34,Moderate
Bangalore,16-12-2016,97.8,433.1,131.7,1.89,3.5,175.6,305,Very Poor
Bangalore,17-12-2016,490.6,392.7,82.2,7.4,18.4,165.7,152.1,Severe
Bangalore,18-12-2016,402.2,409,103.7,7.32,61.2,164,81.4,Satisfactory
Bangalore,19-12-2016,186.9,459.8,6.2,5.27,88,74.8,294.1,Very Poor
Bangalore,20-12-2016,256.4,518.8,119,1.25,94.8,173.8,160.9,Moderate
Bangalore,21-12-2016,398.8,410.2,32.4,4.41,44.2,170.5,25.3,Satisfactory
Bangalore,22-12-2016,138.6,13.8,96.6,3.38,42.6,118.9,214.9,Satisfactory
Bangalore,23-12-2016,205.5,149.3,38.4,0.45,66.1,40.5,338,Good
Bangalore,24-12-2016,48.1,447.9,65,6.65,72,95.7,164.6,Severe
Bangalore,25-12-2016,149.2,149.2,140.7,9.01,20.9,155.3,158.9,Very Poor
Bangalore,26-12-2016,484.2,44.8,37.4,3.23,25.4,53.5,357.9,Good
Bangalore,27-12-2016,197.6,531.6,82.9,2.25,10.2,60.2,176.9,Moderate
Bangalore,28-12-2016,412.6,144.4,122.4,0.77,46.9,22.4,163.1,Good
Bangalore,29-12-2016,118.5,594.2,68.9,0.13,91.9,76.7,345.7,Moderate
Bangalore,30-12-2016,7.5,178.3,57.1,7.52,68.9,16.9,41,Moderate
Bangalore,31-12-2016,401.2,28.4,40.2,6.9,21.9,127.7,140.5,Moderate
Bangalore,01-01-2017,433.9,227.7,113.3,9.31,5.1,167.2,98.5,Severe
Bangalore,02-01-2017,97,35.1,22.4,0.2,51.9,148.1,29.3,Poor
Bangalore,03-01-2017,123.8,441.1,41.3,3.97,41.7,118.6,233.7,Good
Bangalore,04-01-2017,488.4,76.7,107.4,5.66,92.4,174.8,306.3,Very Poor
Bangalore,05-01-2017,185.1,583,51.4,6.99,33.6,120.3,89.1,Good
Bangalore,06-01-2017,49.6,596.8,107.8,2.12,87.5,35.5,46.3,Severe
Bangalore,07-01-2017,469.2,534.9,57.7,1.69,96.8,101.9,375.1,Good
Bangalore,08-01-2017,230.5,384.9,32.3,5.07,18.8,83.9,402,Satisfactory
Bangalore,09-01-2017,367.7,554.6,37.4,7.64,48.1,122.7,339.2,Very Poor
Bangalore,10-01-2017,297.9,134.1,32.3,2.11,48.1,84.3,201.3,Severe
Bangalore,11-01-2017,137.5,483.2,16.2,5.16,98.2,193.4,318.6,Severe
Bangalore,12-01-2017,166.1,303.5,121.1,6.71,68.4,44.5,249.4,Poor
Bangalore,13-01-2017,203.4,486.4,41.1,5.62,34.2,94.6,83.3,Good
Bangalore,14-01-2017,138.6,232.5,8.4,0.58,85.5,93.7,262.8,Satisfactory
Bangalore,15-01-2017,25.8,169.7,109,9.38,23.9,176.7,309.3,Severe
Bangalore,16-01-2017,389.9,598.7,49,2.09,68.6,103.5,212.8,Severe
Bangalore,17-01-2017,357.4,308.9,122.7,7.63,92.6,32.1,332.2,Very Poor
Bangalore,18-01-2017,398.9,9.8,139.7,8.51,62.8,129.2,392.6,Good
Bangalore,19-01-2017,210.1,107.1,143.9,9.38,93.8,84.1,392,Moderate
Bangalore,20-01-2017,117,157.8,135.2,2.77,93.8,31.8,234.3,Good
Bangalore,21-01-2017,143,90.2,106.1,2.17,29.8,130.7,276.1,Satisfactory
Bangalore,22-01-2017,135.2,531.3,21.3,2.16,53.5,136.6,27.4,Satisfactory
Bangalore,23-01-2017,295.6,312.9,42.9,8.5,92.4,28.4,133.2,Satisfactory
Bangalore,24-01-2017,451.9,222.5,118.2,2.01,42.6,157.1,194.2,Severe
Bangalore,25-01-2017,194.2,403.8,53.2,2.72,99.6,28.7,409.9,Poor
Bangalore,26-01-2017,229.3,458.7,86.5,4.32,33.8,17,238.5,Poor
Bangalore,27-01-2017,359,476.5,54.9,8.51,85.1,37.7,153.8,Good
Bangalore,28-01-2017,398.7,586.7,96.9,2.15,57.1,130.1,242.1,Severe
Bangalore,29-01-2017,459.5,280.4,98.7,1.95,46.8,79.6,497.1,Good
Bangalore,30-01-2017,23.6,485.4,56.1,2.86,65.5,3,281.6,Poor
Bangalore,31-01-2017,369.5,333.9,132.9,9.63,66.2,60.6,38.3,Severe
Bangalore,01-02-2017,341.8,436.7,2.8,2.01,93.5,63.5,252.1,Severe
Bangalore,02-02-2017,454.6,517.6,12.2,4.03,48.7,47.7,280,Good
Bangalore,03-02-2017,73.8,39,4.4,8.23,36.3,110.1,136,Severe
Bangalore,04-02-2017,20,122.4,132.6,8.56,82.6,89.6,73,Poor
Bangalore,05-02-2017,173.7,92.7,8,1.53,59.9,70,56,Satisfactory
Bangalore,06-02-2017,305.6,460.7,45.3,3.12,27.3,186.3,65.8,Very Poor
Bangalore,07-02-2017,387,127.7,57.4,7.35,52.4,97.6,183.4,Good
Bangalore,08-02-2017,395.8,530.3,76.2,4.87,57,173.4,399.2,Moderate
Bangalore,09-02-2017,341.4,50.2,55.3,3.37,5.8,37.3,100.3,Poor
Bangalore,10-02-2017,270.5,561,124.9,9.06,9,146.1,54,Satisfactory
Bangalore,11-02-2017,139.5,288.9,105.8,0.4,92.5,20.9,11.6,Satisfactory
Bangalore,12-02-2017,29.9,475.1,131,4.36,26.7,170.6,60.7,Moderate
Bangalore,13-02-2017,387.7,82.9,96.1,5.8,77.4,190.4,59.3,Poor
Bangalore,14-02-2017,248.7,411,34.8,2.27,93.1,142.2,238.1,Satisfactory
Bangalore,15-02-2017,443.6,414.5,8.2,8.16,26.2,23.2,123.8,Good
Bangalore,16-02-2017,64.7,405.6,12.1,0.44,58.8,31.9,124.5,Satisfactory
Bangalore,17-02-2017,128,159.7,136.1,3.81,19.3,168.3,66.6,Moderate
Bangalore,18-02-2017,473.8,170.5,50.7,9.96,12.8,82.9,45.2,Poor
Bangalore,19-02-2017,301.8,391.8,1.7,9.78,25.8,18.6,396.6,Satisfactory
Bangalore,20-02-2017,158.8,410.4,12.9,0.76,8.8,104.2,319,Moderate
Bangalore,21-02-2017,31.9,565.1,2.7,5.85,17,19.5,81.3,Good
Bangalore,22-02-2017,356.3,54.5,141.5,4.99,95.7,108.3,110.2,Poor
Bangalore,23-02-2017,464,431,96.2,5.73,27.1,151.4,111.7,Satisfactory
Bangalore,24-02-2017,429.9,579.3,1.9,2.29,71,155.7,145.9,Good
Bangalore,25-02-2017,17.4,188.3,35.2,2.85,15.2,25.1,27.8,Satisfactory
Bangalore,26-02-2017,297.5,26.6,133.1,9.54,9.7,147.6,289,Poor
Bangalore,27-02-2017,334.8,187.2,108.2,7.89,6.8,86.3,259.3,Very Poor
Bangalore,28-02-2017,157.7,309.4,65.7,3.84,80.1,32.2,324.7,Poor
Bangalore,01-03-2017,384.4,230,0.7,7.2,31.7,17.8,62.5,Moderate
Bangalore,02-03-2017,24.1,92.2,39,6.89,14.3,27.7,196.2,Poor
Bangalore,03-03-2017,175.3,205.5,144.4,0.04,65.7,65.2,367.1,Severe
Bangalore,04-03-2017,129.7,296.6,49.2,6.72,33.6,99.7,488.1,Poor
Bangalore,05-03-2017,167.1,16.5,99.9,5.34,96.7,117.7,136.3,Severe
Bangalore,06-03-2017,205.2,74.7,24.5,7.33,42.7,131.7,339.1,Severe
Bangalore,07-03-2017,146.6,271.5,116.3,9.81,85.4,169.2,404,Very Poor
Bangalore,08-03-2017,362.3,202.7,24.8,9.52,68,63.2,398.2,Satisfactory
Bangalore,09-03-2017,223.6,122.4,42.1,3.9,12.7,36.4,262,Moderate
Bangalore,10-03-2017,391.3,81.4,55.5,1.52,97.7,176.9,185,Good
Bangalore,11-03-2017,234.5,562,124.6,7.31,97.4,28.4,75.1,Severe
Bangalore,12-03-2017,157.6,280.9,24.4,1.97,52.7,143.3,391.8,Satisfactory
Bangalore,13-03-2017,278.7,242.1,89.3,6.94,6.1,20.6,374.7,Very Poor
Bangalore,14-03-2017,405.7,209.4,45.6,3.76,52.2,67.7,448.1,Severe
Bangalore,15-03-2017,124.6,24.7,145.3,7.6,25.4,36.6,53.4,Very Poor
Bangalore,16-03-2017,266.6,493.7,108.9,1.4,74.8,185.6,6,Poor
Bangalore,17-03-2017,124,512.4,16.9,8.34,66.9,176.4,445.4,Good
Bangalore,18-03-2017,368.3,8.3,27.7,2.03,63.6,107.5,401.8,Good
Bangalore,19-03-2017,60.8,142.8,30.1,4.81,94.9,18.7,200.2,Poor
Bangalore,20-03-2017,111.3,307.2,6.1,0.03,41.9,27.5,128.9,Poor
Bangalore,21-03-2017,183.9,552.7,124.6,9.09,2.3,67.2,434.3,Good
Bangalore,22-03-2017,212.8,590.2,101.5,2.74,90.6,72.1,335.7,Moderate
Bangalore,23-03-2017,408.2,216.3,111.1,5.57,40.5,61,240.7,Poor
Bangalore,24-03-2017,261.9,66,17.6,0.47,22.5,148.4,191.7,Severe
Bangalore,25-03-2017,49.7,182.5,98.3,5.33,62.3,120,202.4,Severe
Bangalore,26-03-2017,407.1,528.2,61.7,9.83,31.4,196.1,331,Severe
Bangalore,27-03-2017,484.7,8.4,149.4,9.92,10.9,190.2,394,Good
Bangalore,28-03-2017,211,398.2,78.1,8.02,61.9,139.9,222.8,Satisfactory
Bangalore,29-03-2017,309.4,139.7,56.5,9.67,60.4,3.1,321.2,Moderate
Bangalore,30-03-2017,442.3,237,65.2,1.23,51.1,148.5,188.2,Poor
Bangalore,31-03-2017,279.2,110.7,84.7,4.71,37.1,180,452.7,Severe
Bangalore,01-04-2017,16.9,358.1,142.1,2.96,87.5,142.5,14.6,Very Poor
Bangalore,02-04-2017,322.8,260,144.9,9.81,36.9,51.6,175.9,Moderate
Bangalore,03-04-2017,470.9,432,148.3,0.28,59.9,87,223.3,Severe
Bangalore,04-04-2017,458.2,189.9,141.9,9.76,81.7,109.4,248.5,Poor
Bangalore,05-04-2017,234.5,16.1,27.9,7.08,58,186.1,166.8,Poor
Bangalore,06-04-2017,483.6,466.9,86.6,7.16,31.5,15.9,82.3,Severe
Bangalore,07-04-2017,163.4,365.1,40.3,1.96,16.6,7.9,9.7,Poor
Bangalore,08-04-2017,90.3,249,12.7,5.33,30.5,195.4,456.4,Moderate
Bangalore,09-04-2017,5.6,433.2,113.3,7.21,47.9,135.1,112.1,Good
Bangalore,10-04-2017,265.4,390.7,16.7,6.16,41.5,97,410.6,Severe
Bangalore,11-04-2017,65.6,409.9,5.3,6.34,56.8,115.9,5.1,Good
Bangalore,12-04-2017,360,465.8,123.9,5.98,42.5,30.1,369.1,Severe
Bangalore,13-04-2017,365.3,498.8,87.6,1.49,27.8,131.9,109.8,Very Poor
Bangalore,14-04-2017,37.6,147.4,148.4,9.26,20.3,73.5,445.5,Satisfactory
Bangalore,15-04-2017,161,320.9,133.3,6.23,5.9,49.9,36.9,Satisfactory
Bangalore,16-04-2017,62.2,431.7,12.9,0.95,81,85.1,90.9,Poor
Bangalore,17-04-2017,294.1,317,99.2,7.33,36,186,428,Severe
Bangalore,18-04-2017,13.8,556,126.7,8.96,65.5,112.9,260,Very Poor
Bangalore,19-04-2017,391.2,229.2,134.6,5.74,24.9,137.9,114.9,Moderate
Bangalore,20-04-2017,218.9,282,46.7,5.2,27,86.4,240.9,Good
Bangalore,21-04-2017,170.6,405.7,80.9,2.14,43.2,60,433.3,Satisfactory
Bangalore,22-04-2017,70.3,37.4,68.3,7.94,39.2,57.2,161.3,Satisfactory
Bangalore,23-04-2017,57.5,147,29.9,0.87,57.4,18.4,334.5,Good
Bangalore,24-04-2017,465.5,479.6,45,8.88,86.7,182.4,124.5,Satisfactory
Bangalore,25-04-2017,440.4,5,13.1,8.63,29.5,194.6,409.7,Poor
Bangalore,26-04-2017,137.4,338.6,74.9,7.46,27.7,181.9,48.2,Poor
Bangalore,27-04-2017,76.4,552.6,141.3,6.47,14.6,55.2,332,Poor
Bangalore,28-04-2017,107.5,340.7,32.3,4.91,40.4,13.4,87.6,Very Poor
Bangalore,29-04-2017,198.7,53.8,102.1,7.8,47,15.9,240.2,Good
Bangalore,30-04-2017,292.7,410.5,71.3,2.32,77.2,53.6,489.3,Moderate
Bangalore,01-05-2017,455.4,33.4,105.6,9.36,82.9,139.3,168.9,Severe
Bangalore,02-05-2017,273.3,76.6,117.7,1.53,11,1.9,96.1,Satisfactory
Bangalore,03-05-2017,223.8,198.6,144.5,9.71,23.7,42.2,35.4,Severe
Bangalore,04-05-2017,440.9,563.7,97.5,9.75,91.4,151.8,234.9,Satisfactory
Bangalore,05-05-2017,245,566,5.4,1.57,83.9,34.6,158.5,Very Poor
Bangalore,06-05-2017,326.8,488.4,38.9,7.47,12.7,8.7,202,Very Poor
Bangalore,07-05-2017,440.9,437.5,145.1,9.49,6.3,139.8,483.4,Severe
Bangalore,08-05-2017,497,594.6,44.6,3.95,75.4,21.5,258.1,Good
Bangalore,09-05-2017,281,88.2,68.5,8.46,75.7,93.6,324.8,Satisfactory
Bangalore,10-05-2017,231.8,453.6,62,5.65,23.1,24.8,167.8,Severe
Bangalore,11-05-2017,318.5,113.3,106.6,3.92,68.9,117.7,221.5,Very Poor
Bangalore,12-05-2017,478.3,420.9,121.3,8.89,81.6,127.8,253.3,Very Poor
Bangalore,13-05-2017,330.8,455,123.7,8.16,14.5,170.7,183.2,Severe
Bangalore,14-05-2017,214.6,10,144.5,2.49,18.6,125.3,56.8,Satisfactory
Bangalore,15-05-2017,191.7,19.1,13.4,3.77,17.8,10.6,401.1,Good
Bangalore,16-05-2017,228.5,450.5,67.4,2.98,70,39.1,258.3,Moderate
Bangalore,17-05-2017,314.1,587.9,92.8,3.22,37.5,107,276.3,Moderate
Bangalore,18-05-2017,125.4,547.6,135,3.33,80.3,136.4,29,Poor
Bangalore,19-05-2017,148,550.6,104.6,1.89,18,36.8,17.2,Severe
Bangalore,20-05-2017,432.1,430.6,46.6,1.15,56.5,181.6,437.3,Moderate
Bangalore,21-05-2017,473.3,218.1,79.3,6.73,19.8,52.6,448.6,Satisfactory
Bangalore,22-05-2017,330.8,74.3,61.9,1.41,48.2,101.2,212.7,Poor
Bangalore,23-05-2017,93.8,114.3,140.8,1.43,36.5,87.4,137.6,Good
Bangalore,24-05-2017,9.1,571.9,26.1,5.88,51.6,15.7,377.7,Severe
Bangalore,25-05-2017,445,523.1,45.7,5.7,32.9,141.6,298.5,Poor
Bangalore,26-05-2017,374.6,368,108.1,6.12,78.9,82.3,132.1,Poor
Bangalore,27-05-2017,335.2,320.1,12.1,9.25,35.7,58.6,48.1,Moderate
Bangalore,28-05-2017,313.8,477.5,21.3,5.31,91.5,72.7,321.2,Very Poor
Bangalore,29-05-2017,263.9,321.6,1,5.47,72.6,110.7,99,Poor
Bangalore,30-05-2017,270,357.7,80.3,3.08,5.8,162.8,75.2,Poor
Bangalore,31-05-2017,64.8,206.3,18.1,7.83,65.5,82.8,27.1,Satisfactory
Bangalore,01-06-2017,447.6,343.3,13.2,7.98,8.7,70.8,486.3,Moderate
Bangalore,02-06-2017,210.5,240.9,61.7,0.75,79.6,0.8,411.1,Moderate
Bangalore,03-06-2017,4.8,505.6,57.7,3.88,1.3,147.4,39.3,Good
Bangalore,04-06-2017,459.1,11,8.3,9.06,19.5,72.7,217.3,Severe
Bangalore,05-06-2017,271.9,448.8,49.5,7.34,5.4,49.8,44.9,Poor
Bangalore,06-06-2017,337.2,3.5,74.3,4.98,70.5,180,456.5,Satisfactory
Bangalore,07-06-2017,194.9,553.6,58,3.74,78.8,151.6,233.4,Poor
Bangalore,08-06-2017,296.9,332.9,3.3,2.91,89.6,185.5,380,Good
Bangalore,09-06-2017,453,33.9,108,8.68,11.3,196.4,292.7,Very Poor
Bangalore,10-06-2017,28.4,588.8,150,2.73,36.3,193.5,464.3,Satisfactory
Bangalore,11-06-2017,170.1,58.4,20.5,7.68,49.8,0.5,230.7,Poor
Bangalore,12-06-2017,388,351.8,48.1,7.09,62.1,75.5,311.9,Very Poor
Bangalore,13-06-2017,33.3,75.2,94.4,5.39,37.6,144.3,389.6,Poor
Bangalore,14-06-2017,480.6,570.2,125.1,1.45,3.8,176.3,337.5,Moderate
Bangalore,15-06-2017,473.8,335.9,30.5,1.91,33.3,54,447.9,Poor
Bangalore,16-06-2017,412.7,115.1,116.5,3.26,72.1,29.8,370.1,Good
Bangalore,17-06-2017,437.7,274.8,97,7.99,88,10.9,345.7,Poor
Bangalore,18-06-2017,237.9,522.6,21,6.96,54.8,167.8,35.7,Good
Bangalore,19-06-2017,282.3,529,103.3,9.93,97.8,96,425.1,Severe
Bangalore,20-06-2017,213.4,359.6,50.4,0.81,46.8,68.4,413.8,Good
Bangalore,21-06-2017,227.9,58.2,80.7,1.23,15.4,83.2,482.2,Severe
Bangalore,22-06-2017,444.8,160.2,5.3,5.43,51.1,139.5,352,Satisfactory
Bangalore,23-06-2017,420.7,306.8,127.5,8.97,25.1,130.1,475.8,Good
Bangalore,24-06-2017,286.3,457.5,73,2.71,95.1,185.1,303.8,Satisfactory
Bangalore,25-06-2017,9.9,410.2,67.5,9.3,54.1,52.3,252.2,Very Poor
Bangalore,26-06-2017,251.1,105.9,93.9,3.17,41.5,154.5,498.1,Satisfactory
Bangalore,27-06-2017,22.5,244.5,85.6,5.57,35,118.9,277.6,Good
Bangalore,28-06-2017,455.6,458.1,17.1,3.34,62.4,95.7,73.9,Very Poor
Bangalore,29-06-2017,64.6,95.6,47.8,3.51,55.7,68.2,26,Good
Bangalore,30-06-2017,374.4,499.3,99.3,2.5,90.5,114.1,44,Satisfactory
Bangalore,01-07-2017,260.8,20.4,14.7,4.96,70.1,55,61.9,Satisfactory
Bangalore,02-07-2017,145.5,405.1,83.6,0.97,24.7,42.8,390.5,Good
Bangalore,03-07-2017,109.4,553.8,15.1,4.28,19.7,43.4,159.3,Moderate
Bangalore,04-07-2017,259.2,426.9,26.8,0.52,9.4,134.5,94,Very Poor
Bangalore,05-07-2017,430.1,258.6,11.8,2.68,23.6,184.6,201.9,Poor
Bangalore,06-07-2017,336.9,161.3,77.4,8.16,76.7,90.4,455.3,Moderate
Bangalore,07-07-2017,226.1,580.3,45.7,6.1,64.8,78.9,25.7,Very Poor
Bangalore,08-07-2017,194.4,99.8,96.7,7.85,65.4,177,278.8,Satisfactory
Bangalore,09-07-2017,267.6,215.3,74.6,6.91,4.8,123.3,434.7,Very Poor
Bangalore,10-07-2017,489,427.7,119.7,8.95,89.2,93.3,495,Very Poor
Bangalore,11-07-2017,342.7,410.9,91.3,4.63,89.6,18.8,45.4,Very Poor
Bangalore,12-07-2017,79,129.5,132.2,4.89,38.4,90,233.1,Poor
Bangalore,13-07-2017,89.6,292.4,76.4,6.03,78.1,97.7,316.9,Moderate
Bangalore,14-07-2017,459.3,291.8,79.6,8.46,72.8,95.8,132.1,Poor
Bangalore,15-07-2017,371.2,435,141.5,7.11,5.2,50.4,174.1,Good
Bangalore,16-07-2017,211.9,165.1,96.7,5.65,43.4,5.7,78.4,Good
Bangalore,17-07-2017,321.7,444,65,9.35,76.2,8,383.9,Good
Bangalore,18-07-2017,459.9,398,58.4,4.99,49.4,86.7,475.6,Very Poor
Bangalore,19-07-2017,471.1,107.4,63.6,5.21,1.5,132.3,390.7,Good
Bangalore,20-07-2017,374.7,29.2,64.1,9.11,30.2,172.4,34.5,Good
Bangalore,21-07-2017,469.1,242.4,81.8,9.35,13.8,85.5,401.7,Poor
Bangalore,22-07-2017,290.7,36.1,30.7,8.47,8.9,106.8,391,Satisfactory
Bangalore,23-07-2017,51.1,359.7,121.6,5.99,84,91.5,100.2,Severe
Bangalore,24-07-2017,33.9,57.3,144.3,6.33,16.3,198.5,256.1,Good
Bangalore,25-07-2017,44.1,486.5,141.9,6.23,35.9,128.7,335,Good
Bangalore,26-07-2017,70,517,130.8,8.29,67.7,164,48.8,Satisfactory
Bangalore,27-07-2017,10.3,48.3,94.5,4.26,88.7,39.6,90.7,Good
Bangalore,28-07-2017,20.9,503.1,120.3,2.73,56.2,40.1,362.9,Moderate
Bangalore,29-07-2017,186.3,237.6,48.4,4.92,17.1,138.5,413.1,Moderate
Bangalore,30-07-2017,403.2,346,138.1,3.42,92,189,401.9,Good
Bangalore,31-07-2017,484.9,499.3,9.5,4.53,91.7,134.6,153.8,Very Poor
Bangalore,01-08-2017,385.5,583.4,83.1,1.57,23.1,189.8,484,Satisfactory
Bangalore,02-08-2017,488.1,82.7,72.7,1.88,52.4,74,145.1,Very Poor
Bangalore,03-08-2017,477.5,307.1,54.3,3.18,61.9,107.3,442,Good
Bangalore,04-08-2017,359.8,598.4,26.7,1.17,69.4,75.4,244.5,Poor
Bangalore,05-08-2017,424.4,113,36.8,1.85,30.8,178.4,94,Moderate
Bangalore,06-08-2017,190.8,8.6,49.7,7.13,1.5,10.8,458.3,Very Poor
Bangalore,07-08-2017,61.2,363.8,14.7,4.92,56.1,47.4,14.4,Moderate
Bangalore,08-08-2017,99.3,17.9,105.4,3.12,14.3,37,363,Moderate
Bangalore,09-08-2017,277.3,509,149.3,9.99,34.3,181.2,345.3,Poor
Bangalore,10-08-2017,463.2,237.8,85.6,1.01,45.2,140.4,317.4,Satisfactory
Bangalore,11-08-2017,303.9,248.4,14.5,6.14,84.2,25.2,339.7,Poor
Bangalore,12-08-2017,141.1,139.9,137.6,0.47,65.9,166.2,294.2,Moderate
Bangalore,13-08-2017,310.2,480.8,15.2,6.73,51.8,89.6,74.9,Satisfactory
Bangalore,14-08-2017,104.5,333.5,4.4,6.24,2.1,111.2,91.7,Satisfactory
Bangalore,15-08-2017,35.1,59.9,16.5,6.86,78.1,3,432.5,Poor
Bangalore,16-08-2017,223.1,79.7,92.8,0.8,98.7,182.4,402.5,Good
Bangalore,17-08-2017,346.3,360.4,21.2,4.12,35.2,26.5,369.1,Severe
Bangalore,18-08-2017,24.3,411.7,71,3.62,32.6,71.6,111.4,Satisfactory
Bangalore,19-08-2017,360.6,382.8,121.2,9.32,48.5,96.3,263.8,Very Poor
Bangalore,20-08-2017,134.9,64,13.2,5.06,94.8,52.8,84.7,Good
Bangalore,21-08-2017,210.3,510.5,38.7,0.51,40.1,117.5,327.7,Moderate
Bangalore,22-08-2017,195.3,321,126.7,7.46,27.9,114.4,375.1,Satisfactory
Bangalore,23-08-2017,171.9,25.8,102.4,4.5,58.4,42.5,289.8,Severe
Bangalore,24-08-2017,240.3,29.3,129.9,8.53,63.2,108,349.9,Good
Bangalore,25-08-2017,46.8,0.3,63.4,4.03,14.8,137.1,176.2,Severe
Bangalore,26-08-2017,181.4,258.6,17.9,6.5,32.1,134.2,423.9,Satisfactory
Bangalore,27-08-2017,299.5,477.8,4.6,3.5,61.7,140.3,56.7,Poor
Bangalore,28-08-2017,41.8,498.8,110.1,1.38,63.1,136.3,488.5,Moderate
Bangalore,29-08-2017,400.1,72,114.5,8.07,25.5,142.6,135,Very Poor
Bangalore,30-08-2017,393.4,398.5,87.7,7.42,41.7,70,436.6,Satisfactory
Bangalore,31-08-2017,152.8,275.6,100.5,1.37,21.9,0.3,174.1,Satisfactory
Bangalore,01-09-2017,313.6,259.5,148.7,4.21,97.7,42.9,393,Severe
Bangalore,02-09-2017,15.6,121,94.6,3.89,24.6,99.6,228.6,Moderate
Bangalore,03-09-2017,352.2,258,12.9,7.76,77.3,8.8,134.9,Very Poor
Bangalore,04-09-2017,453.4,149.2,118.7,9.4,23.5,66.6,182.5,Severe
Bangalore,05-09-2017,112.1,494.1,33.5,6.64,7.5,6.6,210.1,Poor
Bangalore,06-09-2017,265.1,454.2,53.6,8.92,63.2,191.2,442.9,Very Poor
Bangalore,07-09-2017,490.4,295.9,140.9,3.11,47.1,125.8,67,Very Poor
Bangalore,08-09-2017,251.5,16.2,111.4,6.64,30.9,117.8,495.9,Poor
Bangalore,09-09-2017,362,421.6,138.3,0.39,4.5,46,285.9,Satisfactory
Bangalore,10-09-2017,321,378.2,134.8,9.55,46.3,108.6,285.7,Satisfactory
Bangalore,11-09-2017,36.6,531.7,145.5,9.01,52.6,29.7,234.1,Moderate
Bangalore,12-09-2017,154.7,137.5,10.1,5.12,29.6,10.8,267.8,Severe
Bangalore,13-09-2017,138.7,25.3,89,1.78,28.2,35.5,52,Moderate
Bangalore,14-09-2017,368.1,233.6,81.8,0.06,67.9,113.6,463.7,Very Poor
Bangalore,15-09-2017,116.5,341.2,103.5,6.63,68.4,133.6,92.4,Good
Bangalore,16-09-2017,165.2,191.9,20.1,1.11,27.3,43.7,24.7,Moderate
Bangalore,17-09-2017,419.8,534.6,14.8,0.97,27.9,65.2,404.1,Satisfactory
Bangalore,18-09-2017,143.7,19.8,135,2.67,93,13.6,97.7,Very Poor
Bangalore,19-09-2017,306.2,86.1,23.1,3.3,27.2,43.5,397.5,Very Poor
Bangalore,20-09-2017,83.3,24.8,6.5,5.68,98.8,68.3,173.8,Very Poor
Bangalore,21-09-2017,35.8,408.1,131,5.39,94.9,182.4,476.6,Satisfactory
Bangalore,22-09-2017,16.6,346.3,58,1.26,17.6,173.5,15.4,Moderate
Bangalore,23-09-2017,438.9,485.2,133.8,1.83,12.7,65.8,77.5,Moderate
Bangalore,24-09-2017,32.5,491.9,26.2,6.52,3.2,55.7,325.7,Good
Bangalore,25-09-2017,393.8,21.9,117.3,2.01,70.4,70.9,13.2,Moderate
Bangalore,26-09-2017,199.2,157.2,74.8,8.26,50.7,26.7,15.6,Poor
Bangalore,27-09-2017,198,80.5,26.6,7.87,92.8,144.3,494.3,Poor
Bangalore,28-09-2017,230.8,199.8,29.5,7.98,72.2,190.2,65.7,Good
Bangalore,29-09-2017,261.9,468.9,69.6,1.35,11.5,160.6,427.7,Severe
Bangalore,30-09-2017,196.1,404.9,19.8,3.38,42.3,28.2,64.5,Good
Bangalore,01-10-2017,389.5,106.6,39.9,7.48,81.6,154.2,51.8,Severe
Bangalore,02-10-2017,224.2,58.9,95.2,0.44,78,162.9,152.8,Good
Bangalore,03-10-2017,283.7,562.1,124.1,3.9,44.5,97.6,434.8,Satisfactory
Bangalore,04-10-2017,242.9,123.6,0.8,8.81,26.4,55.7,135.4,Severe
Bangalore,05-10-2017,422.2,405.9,123.1,5.47,6.4,178.6,115.3,Very Poor
Bangalore,06-10-2017,317.6,338.5,61.1,1.52,97.5,69.6,409.9,Satisfactory
Bangalore,07-10-2017,494.7,8.9,81.1,6.33,10.2,119.3,31,Poor
