Date ,Rain (mm),Temp Max( C ),Temp Min ( C ),PM2.5,PM10,NO2,CO,SO2,O3,AQI,AQI_Bucket
02-07-2020,19.26774216,30.35589981,21.24817276,462.3,110.9,36.6,3.63,24.4,142.6,336.7,Severe
03-07-2020,3.709387779,29.42773819,21.58078194,65.6,180.6,101.9,0.58,75.9,175.7,174.8,Poor
04-07-2020,17.23601723,28.75128365,20.34663773,381,209.7,54.3,0.88,46.8,111.4,276.6,Satisfactory
05-07-2020,4.864895344,28.29441071,20.20972824,242.2,452.4,16.1,5.88,48.1,168.3,162.5,Good
06-07-2020,2.40182066,28.35551262,21.290802,62.6,359.8,62,1.82,17.8,74.7,169.8,Very Poor
07-07-2020,0.939589977,29.13461685,21.13953018,255.5,64,12.9,0.17,64.9,11.8,7.6,Severe
08-07-2020,0.569923997,30.20535088,21.12165833,464.9,187.6,72.7,4.22,64.9,34.7,451.8,Moderate
09-07-2020,4.58378458,30.50527191,21.38441658,62.9,482.9,57.6,5.19,38.2,90.5,167.3,Very Poor
10-07-2020,25.30241203,28.99676132,20.22864914,445.4,143.4,23.2,2.27,29.8,164.9,239.2,Moderate
11-07-2020,9.789637566,28.02832985,20.5724659,15.5,216.2,136.6,1.74,45.4,24.6,152.8,Poor
12-07-2020,3.146591663,30.06658936,20.47969246,457.8,358.3,135.1,4.65,59.7,176.8,394,Very Poor
13-07-2020,22.0263958,30.3654213,20.65568161,467.8,352.1,66.9,1.06,43,118.9,443,Satisfactory
14-07-2020,0,28.98888397,20.68807411,228.2,72.4,45.8,2.72,88.9,26.4,338.8,Severe
15-07-2020,1.24873054,27.96298981,21.00795746,481,300.6,79,5.46,17.7,18.9,46.3,Satisfactory
16-07-2020,4.721607208,26.73236656,20.7456398,499.3,467.2,90.4,4.51,57.8,15.9,147,Satisfactory
17-07-2020,9.389025688,26.7544136,20.42287254,19.4,125.5,98.6,8.5,99.2,29.4,110.9,Very Poor
18-07-2020,11.32640648,27.74357605,20.61751938,76,330.4,28,2.69,27.7,129.1,394.5,Severe
19-07-2020,0.169478014,29.21554184,20.67874527,185.3,267.3,124.5,4.7,95.1,23.7,165.1,Satisfactory
20-07-2020,10.19680786,29.76754189,21.05556679,236.8,292.7,126.8,1.32,28.8,192.8,135.1,Good
21-07-2020,39.48099518,30.32143211,20.48969269,195.5,35.3,46.9,8.92,29.9,138.5,33.9,Moderate
22-07-2020,2.598490477,30.75234985,20.00200844,105.3,413.2,145.5,2.28,4.2,141.2,35.6,Severe
23-07-2020,0,31.15181351,21.4205513,354.5,254.1,3.4,3.1,3.6,59,66.6,Poor
24-07-2020,0,29.3223877,21.47444916,423.1,109.5,129.6,5.07,90.6,68.2,262.7,Good
25-07-2020,49.1893692,29.22219276,21.07129478,253.5,219.2,39.3,3.53,16.8,122.6,146.6,Moderate
26-07-2020,0.93079865,29.364645,20.56463242,215.2,224.7,8.3,9.17,71.9,128,30.7,Satisfactory
27-07-2020,3.392327547,29.56269646,20.0139637,3.7,464.5,45.9,0.74,2.4,121.5,63.6,Satisfactory
28-07-2020,0.552664936,29.89089775,21.02466011,455.7,556.7,93.2,8.69,21,113.1,459.3,Poor
29-07-2020,0,30.39561844,21.25389862,104.1,62.4,82.8,8.8,57.4,70,486.1,Severe
30-07-2020,7.404987812,28.0828228,21.05915451,239.7,122.9,31,5.17,84.9,94.4,448.1,Very Poor
31-07-2020,12.91058731,30.08062363,20.55556679,429.8,59,117,3.22,61.1,65.7,355.1,Very Poor
01-08-2020,19.97435379,30.37276459,21.22449303,70.7,127.5,131.1,8.26,51.7,144.1,460.4,Moderate
02-08-2020,19.30647659,28.87889671,20.66292191,169.8,117.2,0.9,8.1,6.6,180,249.9,Good
03-08-2020,12.35682583,28.6215744,20.50158119,471.3,30.3,139.3,0.01,86.1,35.4,189.1,Satisfactory
04-08-2020,0.605006814,27.7263813,20.71989822,47.1,490.9,65.1,8.87,4.1,170.6,224.7,Very Poor
05-08-2020,0,26.03212547,20.70408821,368.5,280.7,16.6,2.86,64.5,40.6,471.3,Poor
06-08-2020,5.227759838,26.47100639,20.40207863,226.1,349.6,51,2.74,47.6,101.7,415.5,Poor
07-08-2020,0.242297351,28.42171288,21.50952339,167.5,557.8,137.3,5.35,60.5,166,176,Moderate
08-08-2020,0,28.65863228,21.69674492,68.2,271,43.8,6.84,84.4,95.7,279.2,Poor
09-08-2020,0.957937539,29.02670097,21.78455925,212.9,138.4,86,8.31,57.8,16.6,90.2,Moderate
10-08-2020,0,27.19093323,20.521101,180.9,176.8,84.3,0.04,78.4,64.2,92.9,Good
11-08-2020,5.764037132,27.15119553,20.04951859,356,327.3,11.4,5.05,21.5,191.2,144.3,Severe
12-08-2020,0,28.40603638,20.567976,91.4,147.1,60.6,8.17,33.7,107.5,236.5,Poor
13-08-2020,0.784399092,27.46056175,20.69230461,78.8,501.3,6.1,3.14,84,161.8,105.7,Severe
14-08-2020,0,27.40213013,21.03297997,435.4,266.7,61.4,2.53,14.9,70.3,107.9,Poor
15-08-2020,0,26.69115257,20.4337368,428.6,593.4,35.7,5.77,85.9,16,438,Poor
16-08-2020,0,26.81949615,20.36284828,323,379.2,35,7.58,42.1,104.3,329.2,Poor
17-08-2020,0,25.42938042,20.31816673,120,395.1,103.4,9.12,72.3,16.3,420.7,Severe
18-08-2020,0.105977908,27.47910309,20.42242813,56.6,494.1,15,4.84,72.4,4.8,391.7,Poor
19-08-2020,15.58774662,28.5028019,20.55959702,345.8,552.6,55.3,1.27,65.3,45.6,286.5,Good
20-08-2020,8.635087967,28.39252281,20.78688812,26.8,406.6,76.7,1.81,17.5,183.8,387.4,Satisfactory
21-08-2020,0.836389005,27.48638535,21.14399719,454.3,256.4,55.7,8.14,39.5,67.5,251.6,Good
22-08-2020,0.739259958,29.76097107,20.7161808,214.5,80,16.3,5.54,53.1,189.2,403.5,Good
23-08-2020,0.460463643,30.38945007,20.88395309,432.9,592.5,16.2,2.38,93.8,22,398.5,Poor
24-08-2020,2.210580111,29.28707314,21.25460052,360.6,415.3,126.2,6.86,38.4,105.2,166.6,Moderate
25-08-2020,0.33044067,29.63681602,20.72273636,231.9,5.6,79.4,9.92,87.4,150.4,133.3,Poor
26-08-2020,0,30.58096123,20.70966148,123,49.4,38.4,2.27,9.2,176.5,308.2,Very Poor
27-08-2020,0,30.22867966,20.85453224,184.2,200.9,99.4,6.07,82.2,48.4,457.7,Poor
28-08-2020,0,29.99818802,20.60682487,190.3,3.2,140.9,7.22,16.7,76.6,280.2,Satisfactory
29-08-2020,0,30.85984802,20.01009369,79.4,344,45.4,1.96,75.2,170.9,187.2,Poor
30-08-2020,0,31.51158333,20.37281036,166.8,231.3,0.7,3.55,26.3,92.5,472.7,Satisfactory
31-08-2020,0.37285164,31.96940422,21.16593933,483.8,433.4,121.5,6.77,0.8,148.4,193.3,Satisfactory
01-09-2020,23.12913132,30.39527512,20.4004097,50.5,423.2,67.9,8.46,6.7,69.9,387.2,Satisfactory
02-09-2020,4.081548691,29.72218323,20.7878418,397.8,459.6,37.9,6.39,8.9,18.6,175.1,Moderate
03-09-2020,15.10956287,28.47032928,20.70040703,323.6,358,10.5,8.46,41.8,59.5,335.3,Very Poor
04-09-2020,12.28632832,29.71187019,20.60603523,31.7,588.3,56.6,9.25,42.2,153,380.4,Satisfactory
05-09-2020,7.244148731,29.93989754,20.89222336,144.4,24.3,144.6,0.76,80.9,176.9,152.9,Poor
06-09-2020,0,30.19108582,21.39701271,305.6,76.7,6.3,1.42,78.2,133.4,356,Very Poor
07-09-2020,0,30.80885887,21.60167122,487,65.9,107.5,0.39,27.2,1.6,489.1,Severe
08-09-2020,0,30.61671448,20.98057556,473.8,508.9,128,1.03,51.4,18.3,368.6,Moderate
09-09-2020,5.692006588,30.50241661,20.28787231,23,150.3,14.6,0.1,76.7,196.8,219.6,Satisfactory
10-09-2020,17.61637115,30.1036644,20.95034218,215.3,110.1,16.2,0.83,28.1,140.3,142.7,Satisfactory
11-09-2020,2.652611494,28.72132492,20.59367371,431.4,522.6,112.8,1.5,54.5,98.9,40.5,Poor
12-09-2020,0,27.30141258,20.17213821,336,331.5,61.8,9.11,66.9,14,230.5,Poor
13-09-2020,0,26.93898964,20.69703865,436.8,533.4,69.1,4.03,81.3,82.3,20,Poor
14-09-2020,10.78488255,24.78173447,19.64161682,470.1,172.5,119.2,8.73,77.1,72.4,12,Moderate
15-09-2020,3.518039942,26.38142204,19.98997688,437.7,499,39.4,5.47,97.2,195,285.8,Moderate
16-09-2020,2.135397196,27.42935562,20.16895103,155.7,346.7,136.1,7.52,99.5,169.8,76.5,Moderate
17-09-2020,0.98049891,28.24051285,20.19565201,252.4,370,71.4,9.5,81.1,59.2,363.3,Moderate
18-09-2020,0.117571078,29.2581501,20.62373352,411.7,127.8,28.1,5.3,69.1,186.5,222.3,Satisfactory
19-09-2020,0.954831183,28.36141205,20.88489342,232.2,191.3,43.3,2.86,60.8,134.3,366.1,Severe
20-09-2020,0.460463643,26.31825638,20.20136452,389.5,157.3,69.3,9.14,16,163.9,490.9,Very Poor
21-09-2020,10.88032818,25.21748161,20.39725304,307,447.7,142,5.64,8.3,2.4,57,Very Poor
22-09-2020,8.696370125,26.71195412,19.58890915,194.1,578.4,140.1,0.12,91.1,47.7,483.7,Very Poor
23-09-2020,0,27.66279411,20.50598526,431.2,380.8,10.1,1.5,78.6,191.5,458.1,Severe
24-09-2020,0,29.26797485,19.70598793,133.5,484.7,38.3,9.14,88.8,15.2,255.4,Good
25-09-2020,0,29.22255707,19.73756027,288.4,397.7,103.8,5.65,95.9,13.1,330.2,Moderate
26-09-2020,0,29.66616821,21.20669556,197,134,106.3,2.17,71.9,160.9,343.2,Moderate
27-09-2020,9.215985298,25.09933853,20.18873405,52.5,130,64.8,9.51,66.5,11.1,69.1,Moderate
28-09-2020,4.001318455,28.13342285,20.19726372,216.8,593.8,105.3,9.16,25.4,49.2,453.6,Satisfactory
29-09-2020,0,29.31190872,20.55315971,58.4,195.4,15.1,6.53,56.9,99,421.1,Poor
30-09-2020,0,29.46112823,21.03667259,314.5,127.9,69.2,3.78,15.4,1,311.2,Good
01-10-2020,36.76509857,27.67230415,20.25940132,408.1,489,41.8,0.85,16.4,7.7,7.1,Severe
02-10-2020,12.93898201,28.58479881,19.91853523,274.3,217,147,0.68,31.7,133.9,472.3,Poor
03-10-2020,0.323771328,29.98411942,20.36501694,273.2,313.9,25.4,8.16,43.1,9.5,313.3,Good
04-10-2020,0,29.17338943,20.81448174,8.9,387.6,36.6,8.91,18.8,190.7,164.4,Good
05-10-2020,0,28.20039749,20.8518486,459.4,150.6,44.3,3.47,54.3,81.1,37.1,Poor
06-10-2020,0,29.77054787,20.11974144,53.7,260,104.8,1.05,29.8,160.2,19.3,Severe
07-10-2020,0,31.09412193,20.49702072,90.4,34.2,52.5,7.26,48.3,181.6,196.2,Moderate
08-10-2020,0,30.69338036,21.36382866,499.9,196.7,114.7,1.68,72.2,70.4,6.3,Severe
09-10-2020,0,30.31983376,20.96997643,298.8,594.6,40.3,5.47,66.4,25.3,100.7,Very Poor
10-10-2020,0,30.48460197,21.77890205,376.6,34.7,84.2,3.35,56.6,108.1,481.9,Moderate
11-10-2020,12.33955765,29.1555233,20.76115417,23.3,241.2,12.5,4.5,10.7,159,458.6,Moderate
12-10-2020,35.17343903,25.96784973,20.4597168,462.2,582,68.2,6.15,29.8,94.1,91.9,Poor
13-10-2020,18.24533844,27.46747971,20.00525665,281.5,364.6,126.8,1.88,0.7,86.5,313.7,Poor
14-10-2020,7.244088173,27.01152039,20.34730148,208,313.8,106.5,3.89,3.3,117.7,340.6,Very Poor
15-10-2020,2.120651007,28.46608543,20.70513725,267.1,90.6,68.5,6.73,21.8,69,199.6,Very Poor
16-10-2020,4.490866184,28.53734779,19.83288956,176.3,583.3,128.8,2.57,91.6,152.5,296.6,Satisfactory
17-10-2020,0.185864225,29.66675377,20.17304993,305.7,357,84.6,2.87,73.7,149.2,331.1,Severe
18-10-2020,0,29.26932907,19.92373466,126.2,5.5,32.8,8.69,45.7,192.2,125.1,Moderate
19-10-2020,0,28.48407364,20.7721405,426.6,441.8,108.9,9.99,19.1,17,399.5,Moderate
20-10-2020,0,28.63365936,21.04899216,387.9,275.6,134.6,2.78,61.7,161.2,370.5,Very Poor
21-10-2020,9.504550934,27.11995316,20.91755295,452,44.5,129.3,3.27,15.3,12.6,312.9,Good
22-10-2020,21.64109802,27.27696991,20.37930107,416.1,598.8,21.8,9.86,50.7,146.2,399.5,Severe
23-10-2020,8.157524109,29.06601334,20.85141373,267.1,269.8,110.4,4.05,66.7,101.7,464.5,Satisfactory
24-10-2020,19.89624596,28.56416893,20.73978996,57.9,503.5,75,4.01,75.4,72.2,161.2,Satisfactory
25-10-2020,0,29.21243286,19.52177811,490.5,132.9,55.7,7.83,99.9,165.5,119.4,Moderate
26-10-2020,0,29.5554657,19.83297348,277.1,467.4,84.7,5.88,78.4,177.2,374.5,Satisfactory
27-10-2020,0,30.14836693,20.39417076,19.1,9.7,42.1,9.02,16.7,78,174.2,Satisfactory
28-10-2020,0,29.83312225,19.46564865,205,372.6,3.3,0.26,97,55.5,484,Satisfactory
29-10-2020,0,29.96608353,19.12548065,371.2,242.1,91.9,0.55,21.6,64.2,37.4,Satisfactory
30-10-2020,0,28.76208115,19.4519558,190.7,256.1,113.8,2.58,4.9,138.6,189.6,Poor
31-10-2020,0,30.30426598,19.52768135,294.7,221,56.5,2.66,38.7,21.9,114.5,Moderate
01-11-2020,0,30.73787308,18.89975929,193.8,505.3,149.5,3.68,14.8,41.9,461.3,Moderate
02-11-2020,0,31.14222336,19.43985558,151.2,214.9,48.1,0.16,7.2,172.8,472.4,Poor
03-11-2020,0,30.75929642,19.70143509,19.1,211.6,59,7.16,87.8,140.7,402.7,Satisfactory
04-11-2020,0,30.04772568,20.18888283,167,406,74,1.3,28.2,57.8,262.4,Moderate
05-11-2020,0,29.67468834,20.80241203,331.7,560.1,126.1,9.15,58.9,34.2,322,Satisfactory
06-11-2020,0,30.34911156,20.10924721,189.6,566.6,63.3,1.73,85.1,195.6,342.1,Poor
07-11-2020,0,30.65689659,20.22319221,22.7,376,25,1.16,10.1,3.6,283.8,Severe
08-11-2020,0,29.68380737,20.5089035,107.4,118.5,57.8,1.82,51.8,34,238.3,Good
09-11-2020,0,29.05761147,20.23208618,95.7,190.1,129.6,8.23,55.9,53.7,218.8,Moderate
10-11-2020,0,29.09845352,19.74397087,245.7,175,7.1,8.63,84.4,144.4,431.2,Poor
11-11-2020,0,29.04299736,16.0146904,137.4,590.6,126,8.02,71.4,188.1,70,Good
12-11-2020,0,28.92601967,15.47277164,466.6,111.8,19.9,1.87,52.8,125.7,268,Moderate
13-11-2020,0,28.39483452,19.63702393,391.6,80.4,110.9,1.75,7.5,74,454.2,Severe
14-11-2020,0.358124048,27.11506081,20.24889183,357.8,467.2,96.4,7.98,21.7,100.5,226.2,Good
15-11-2020,0.42620641,28.66753769,20.19943047,155.5,99.7,10.3,2.73,51.9,99.4,334.4,Very Poor
16-11-2020,0,26.48916245,19.02951622,386.1,360,144.9,7.67,83.5,169.5,448.8,Satisfactory
17-11-2020,7.045683384,26.38794327,20.28409004,483.8,56.6,109.3,5.69,96.3,188.1,324.4,Satisfactory
18-11-2020,6.831172466,27.21609116,19.99634933,152.6,126.4,49.6,2.61,20.4,165,229.3,Poor
19-11-2020,1.394851804,28.85011482,19.87176895,135.1,366.2,125.5,7.3,33.1,135.1,234.2,Severe
20-11-2020,0,28.67987061,20.05039215,88.1,194.2,70.5,4.35,55.3,99.8,98.2,Satisfactory
21-11-2020,0,28.77710342,18.66768456,12.2,255.7,49.5,5.62,62.4,178.4,210.1,Satisfactory
22-11-2020,0,29.63096237,16.55195427,483.6,148.9,3.9,7.22,95.1,160.5,498.6,Severe
23-11-2020,0,28.69778442,15.95052147,204.3,3.7,120,2.34,28.3,197.3,466.1,Moderate
24-11-2020,0,28.3672657,16.9160614,333.6,74.6,109.4,7.63,21.9,85.1,432,Satisfactory
25-11-2020,0,27.81457138,17.93492889,36,295.1,66.9,6.34,18.3,33.3,130.2,Very Poor
26-11-2020,0,26.44361305,17.95008469,433.7,26.6,24,4.61,0.1,196.5,360.4,Good
27-11-2020,3.284667253,23.14201355,19.48138428,141.2,554.2,52.7,6.79,97,146.2,362.9,Severe
28-11-2020,10.97031879,23.66711044,18.09665489,369.9,569.1,13.2,5.07,59.5,18.3,350.1,Poor
29-11-2020,4.710175991,25.42016792,17.53545761,446.2,49.2,2.2,1.03,12.9,33.7,123.6,Satisfactory
30-11-2020,0,24.9271698,19.25872612,63.4,351.2,50.3,9.56,25.8,162.4,181.2,Good
01-12-2020,0,27.08379745,19.25376511,39.3,27.3,124,7.24,49.4,30.8,348.1,Moderate
02-12-2020,0,26.84566307,17.45115662,263.7,204.2,97,2.66,13.1,190.8,113.9,Satisfactory
03-12-2020,0,26.60043526,17.21899986,61.6,378.6,115.2,9.09,46.6,68.5,209,Severe
04-12-2020,0,23.90350151,18.08294678,262.8,207.1,92.7,5.71,72.5,28.4,287,Moderate
05-12-2020,1.91213429,24.81203461,19.42047501,282.4,290.4,36.4,3.49,92.8,107.4,184.6,Poor
06-12-2020,1.847729445,25.37030411,19.50234985,130.3,162.9,90.8,0.35,16.5,43,408.7,Severe
07-12-2020,0.466714203,25.70879364,18.47420883,209.4,571,122.8,3.16,75.4,67.2,297.2,Good
08-12-2020,1.757765055,25.43073463,19.78500557,475.6,217.7,53.8,7.47,67.4,198.5,483.3,Severe
09-12-2020,5.78303957,25.38655281,19.98807144,88.3,264.9,112.1,2.8,42.6,74.3,105.6,Satisfactory
10-12-2020,3.668533564,25.85586929,19.26646042,247.3,78,146.9,4.84,23.7,178.1,376.6,Satisfactory
11-12-2020,0,27.45336342,17.60923004,363.7,274.5,134.3,8.96,67.2,15,94.7,Severe
12-12-2020,0,27.65194702,15.99899483,73.3,368.4,90.9,4.63,24.5,132.3,240.9,Poor
13-12-2020,0,27.04499626,15.75051785,133.2,311.5,139.6,3.25,5.5,90.6,409.4,Good
14-12-2020,0,27.5374527,15.75931358,422.4,530.5,116.2,8.93,60.9,52.1,246.6,Very Poor
15-12-2020,0,27.85603905,16.16741371,421.3,49.9,41.4,3.64,65,5.1,231.7,Moderate
16-12-2020,0,27.12921333,15.95618534,24.4,59.5,115.7,6.02,46.8,57.3,285.9,Very Poor
17-12-2020,0,26.64838219,18.09827423,314.4,485.1,121.9,3.69,85.8,158,377.1,Good
18-12-2020,0,26.11123466,19.18535423,372,273.7,125.9,6.13,11.4,89.7,210.3,Severe
19-12-2020,0,27.18219948,17.93936348,196,232.9,104.3,4.12,87.6,100.2,412.5,Severe
20-12-2020,0,27.15538406,17.50348282,365.9,412.4,141.3,5.03,99.5,83.9,467.3,Poor
21-12-2020,0,26.79287338,16.59763908,214.7,178.7,24.7,8.39,65.1,104.1,129.4,Moderate
22-12-2020,0,26.58885574,15.44560623,440.1,137.4,112.3,2.17,17,88.3,421.2,Poor
23-12-2020,0,26.93223,15.18199921,423.8,295.6,43.4,9.39,89.8,108.3,119.5,Very Poor
24-12-2020,0,26.66968918,16.44500732,492,465.6,3.8,0.48,13.1,0.8,317.4,Satisfactory
25-12-2020,0,27.10950661,16.56022644,224,548.2,122.9,4.26,86.4,187.1,191.5,Very Poor
26-12-2020,0,27.22467232,16.07138824,144,308.1,49.4,0.76,7.6,163.4,349.8,Good
27-12-2020,0,26.90948296,15.72757721,188.4,69.1,3,4.09,93,95.4,174,Poor
28-12-2020,0,27.98399162,15.45571327,180.7,462.2,30.2,8.72,0.5,90.2,211.5,Severe
29-12-2020,0,27.76674843,15.71467972,207,354.6,34.1,1.4,45.2,21.1,58.5,Severe
30-12-2020,0,27.67198372,16.03274345,212.3,308,104.3,1.66,7.8,53.6,15,Good
31-12-2020,0,28.18376732,18.25658035,57.1,553,11.6,5.8,33.2,177.4,461.5,Severe
01-01-2021,0,25.26759338,19.05493164,75,162.8,111.2,3.67,62.6,55.3,197.6,Very Poor
02-01-2021,0.5,25.3,16.6,348,245.8,141.3,8.44,2.8,73,30,Severe
03-01-2021,0,26,16.6,346.2,548.9,125.9,8.62,72.8,73.7,34.5,Very Poor
04-01-2021,Tr,26,18.2,30,414.8,36.3,7.23,83,123.1,105.5,Good
05-01-2021,Tr,27.6,19.2,424.1,222.4,100.8,4.32,11.6,29.5,297.4,Moderate
06-01-2021,Tr,23.2,18.7,399.7,182.5,106.5,1.14,3.5,99.6,183.1,Poor
07-01-2021,Tr,27.3,20,17.4,572.2,72.4,2.83,88.2,134.6,108.5,Poor
08-01-2021,20,25.4,19.1,259.1,482.4,67.1,9.7,35.4,143.9,178.4,Satisfactory
09-01-2021,0.6,24.1,19.8,434.8,57.2,106.9,9.83,1.9,177.5,53,Satisfactory
10-01-2021,Tr,27,20.1,22.6,140.8,75.3,8.61,22.7,26.1,492.7,Good
11-01-2021,Tr,24.8,18.6,498.5,199.5,89.7,3.88,46,195.7,134.3,Moderate
12-01-2021,Tr,26.9,19.7,297.8,109.8,8.2,0.84,16.1,160.9,143.9,Moderate
13-01-2021,0,25.4,18.2,68.5,541.9,120.7,6.53,42.7,161.4,107,Good
14-01-2021,0,23.4,16.8,396.3,434.3,102.5,5.28,48.4,96.6,48.4,Severe
15-01-2021,0,27.7,16.4,141.1,47.6,14.5,6.61,82.3,97.2,213.8,Severe
16-01-2021,Tr,24.5,17.3,472.7,155.1,141.8,0.75,49.7,10,73.5,Moderate
17-01-2021,0,27.4,18.1,0.6,565,139.6,5.31,14.7,71.3,224.5,Very Poor
18-01-2021,0,29.2,18.2,268.1,54.3,145.8,0.98,77.2,98.2,268.3,Good
19-01-2021,0,29.6,15.5,479.6,482.6,85.8,8.55,2.1,133.8,202.2,Satisfactory
20-01-2021,0,28.8,16.1,355.1,317.4,57.4,7.67,46.5,84.1,48.7,Good
21-01-2021,0,28.4,16,344.2,385.4,136,1.17,99.9,131.8,450.3,Poor
22-01-2021,0,29.4,17,140.5,164.4,65.1,8.12,48.8,110.8,271.8,Severe
23-01-2021,0,31.1,20.1,412.6,418.1,143.9,2.74,61.7,51.8,265.6,Good
24-01-2021,0,30.3,18,41.2,266.8,131.2,6.39,83.6,69.4,0.4,Satisfactory
25-01-2021,0,29.2,17,87.5,100.8,85.5,2.48,80,36.5,469.6,Good
26-01-2021,0,29.5,16.3,444.4,203.4,74.3,6.45,48.7,35.7,45,Good
27-01-2021,0,29.4,15.4,343.2,384.9,132.5,8.79,44.6,177.9,416.6,Poor
28-01-2021,0,30.8,15.4,9.4,555.7,133.7,6.43,57.5,187.9,392.2,Very Poor
29-01-2021,0,30.2,16,220.7,542.5,99.6,2.78,11,186.7,73.9,Severe
30-01-2021,0,28.4,18,13,301.2,65,8.35,13.6,8.2,172.9,Poor
31-01-2021,0,29.3,17.4,369.5,390.2,91.1,1.48,83.8,146.8,7.9,Satisfactory
01-02-2021,0,29.8,17.2,274.6,55.3,46.3,0.86,15.1,26.9,241.4,Moderate
02-02-2021,0,30.1,16.8,462.9,530.5,72,3.92,55.3,20,361.8,Satisfactory
03-02-2021,0,29.6,16.8,180.8,353.9,31.1,9.93,69.3,20.7,413.8,Moderate
04-02-2021,0,28.6,17.9,14.5,489.8,69.8,6.54,24.5,124.6,107.8,Severe
05-02-2021,0,28.5,16.1,180.6,548.9,55.6,8.48,76.2,10.5,104.8,Severe
06-02-2021,0,29.4,15.4,249.4,307.8,109.4,4.93,41.4,65.9,217.8,Moderate
07-02-2021,0,30.4,15.6,326.8,350.1,47.5,3.43,66.4,169.1,52.7,Poor
08-02-2021,0,30.4,15,349.7,192.2,13.8,5.01,87.6,121.8,301.3,Very Poor
09-02-2021,0,30.1,14.9,274.6,417.5,10.9,8.21,97,197.3,240.7,Moderate
10-02-2021,0,29.8,14.9,446.3,285.1,101.2,6.47,25.5,81.6,428.5,Good
11-02-2021,0,28.6,14.4,47.5,20.8,39.8,2.57,10.8,2,288.7,Satisfactory
12-02-2021,0,30.5,14.5,4.1,549.9,22.6,8.06,78.9,106.8,348.4,Severe
13-02-2021,0,29.7,14.6,372.5,378.2,108,0.35,4.3,17.9,278.8,Moderate
14-02-2021,0,31.4,14.8,382.6,451.3,84.8,9.1,98.5,61.2,241.9,Good
15-02-2021,0,31,16.2,50.3,74.1,30.4,4.18,17.4,74.2,254.2,Poor
16-02-2021,0,31.5,17.9,278.4,485.5,37.3,0.56,34.7,193.9,19.5,Severe
17-02-2021,0,32,18.4,282.7,208.5,116.4,1.2,52.1,46.9,100.8,Good
18-02-2021,0,31.4,18.4,272.8,56.5,58.7,6.41,57.2,177.1,34,Severe
19-02-2021,0,31.2,18,129.8,80.5,43.2,7.18,63.4,89.5,481.2,Severe
20-02-2021,0,29.3,18.2,301.5,96.7,137.5,2.93,67.7,36,297.6,Moderate
21-02-2021,7,29.4,17.2,107.8,372.5,126.3,5.73,19.5,101.5,230.8,Good
22-02-2021,0.5,27,18.4,428.5,86.3,6.2,7.77,12,157.4,409.5,Good
23-02-2021,3,25.8,18.1,388.8,19.2,85.9,1.43,72,109.8,338,Good
24-02-2021,0,28.8,18.2,119.2,522.2,147.9,9.04,51.8,99.3,305.7,Good
25-02-2021,0,31.1,18,17.4,327.2,104.5,0.13,81.5,22.6,291.6,Poor
26-02-2021,0,31.6,17.4,123.4,237.5,21.8,5.41,40.3,163.4,255.8,Moderate
27-02-2021,0,33,18.4,468.8,38.3,141.1,6.78,45.9,191,367.4,Good
28-02-2021,0,34.1,19,80.7,246.6,111.2,7.72,48.8,86.9,30.6,Very Poor
01-03-2021,0,33.8,20,132.3,378,56.6,4.23,52.4,195.4,489.3,Moderate
02-03-2021,0,33.8,17.4,482.4,37.4,137.1,4.57,34.8,64.9,467.2,Severe
03-03-2021,0,33.6,18.4,164,255.6,73.7,3.85,41.7,29.3,328.8,Satisfactory
04-03-2021,0,32.5,18.2,450.2,178.3,28.1,3.68,81.3,35.2,172.9,Good
05-03-2021,0,32.3,16.5,10.1,136.8,149.1,5.18,76.1,127,270.3,Severe
06-03-2021,0,32,16.7,215.7,205,117.9,3.11,65.4,61.7,262.3,Poor
07-03-2021,0,33.4,18.4,242.6,50.9,108.6,6.42,0.5,136.3,130.3,Very Poor
08-03-2021,0,35.9,17.5,71.6,140,100.4,2.54,60.1,43.3,478,Satisfactory
09-03-2021,0,33.8,19,380.1,355.7,31.8,7.75,55.5,20.1,170.9,Satisfactory
10-03-2021,0,33.5,18.7,393.8,510.8,33.1,6.18,40,155.7,491.5,Good
11-03-2021,0,33.6,19.5,283.8,321.2,57.8,4.17,74,163.8,246.5,Very Poor
12-03-2021,0,33,20.3,440.9,47.8,4.1,5.87,14.9,86.1,8.3,Satisfactory
13-03-2021,0,33.4,19.6,403.1,370.2,98.6,5.98,95.4,14.7,324.5,Satisfactory
14-03-2021,0,32.6,16.7,299.1,455.4,106.6,2.14,40.4,19,425.8,Severe
15-03-2021,0,33,18.6,196.3,338.1,35.6,7.3,16.7,165.5,461.1,Poor
16-03-2021,0,33.8,18,434.2,324,101,5.29,11.8,114.9,240.8,Very Poor
17-03-2021,0,34,19.8,163.5,586.8,133.6,9.37,9.8,143.9,0.8,Moderate
18-03-2021,0,34.4,19.5,129.6,144.1,132.5,0.73,90.4,22.6,133.5,Good
19-03-2021,0,33.6,19.8,20.6,14.8,92.9,0.81,100,75.8,176.2,Satisfactory
20-03-2021,0,33.6,19.6,230.1,136.1,4,2.13,2.8,86,448.6,Severe
21-03-2021,0,33.8,19.6,325.9,281.3,94.8,1.59,20.7,141.7,356.9,Severe
22-03-2021,0,34.2,19.7,430.3,210.2,81.3,3.28,20.9,169.8,491.2,Moderate
